レポート開始日,レポート終了日,キャンペーン名,広告セット名,広告名,日,結果,結果インジケーター,リーチ,フリークエンシー,インプレッション,消化金額 (JPY),結果の単価,リンクのクリック,CTR(リンククリックスルー率),クリック(すべて),"CPM(1,000インプレッション単価) (JPY)",CPC(リンククリックの単価) (JPY),ランディングページビュー,購入,購入のコンバージョン値,購入ROAS(広告費用対効果),動画の3秒再生数,ThruPlay,アトリビューション設定
2026-08-06,2026-08-06,リターゲティング,カート放棄_7日,RT_クーポン訴求,2026-08-06,1,actions:offsite_conversion.fb_pixel_purchase,699,1.24,866,1804,1804.00,14,1.62,24,2083.14,128.86,11,1,8055,4.47,,,7日間のクリックまたは1日間のビュー
2026-08-07,2026-08-07,リターゲティング,カート放棄_7日,RT_クーポン訴求,2026-08-07,,actions:offsite_conversion.fb_pixel_purchase,540,1.22,658,1363,,9,1.37,17,2071.43,151.44,7,,,,,,7日間のクリックまたは1日間のビュー
2026-08-08,2026-08-08,リターゲティング,カート放棄_7日,RT_クーポン訴求,2026-08-08,,actions:offsite_conversion.fb_pixel_purchase,767,1.10,840,1784,,11,1.31,19,2123.81,162.18,8,,,,,,7日間のクリックまたは1日間のビュー
2026-08-09,2026-08-09,リターゲティング,カート放棄_7日,RT_クーポン訴求,2026-08-09,,actions:offsite_conversion.fb_pixel_purchase,645,1.19,769,1755,,13,1.69,21,2282.18,135.00,11,,,,,,7日間のクリックまたは1日間のビュー
2026-08-10,2026-08-10,リターゲティング,カート放棄_7日,RT_クーポン訴求,2026-08-10,,actions:offsite_conversion.fb_pixel_purchase,479,1.24,595,1332,,9,1.51,17,2238.66,148.00,7,,,,,,7日間のクリックまたは1日間のビュー
2026-08-11,2026-08-11,リターゲティング,カート放棄_7日,RT_クーポン訴求,2026-08-11,,actions:offsite_conversion.fb_pixel_purchase,562,1.17,656,1564,,11,1.68,19,2384.15,142.18,9,,,,,,7日間のクリックまたは1日間のビュー
2026-08-12,2026-08-12,リターゲティング,カート放棄_7日,RT_クーポン訴求,2026-08-12,1,actions:offsite_conversion.fb_pixel_purchase,601,1.18,707,1570,1570.00,13,1.84,24,2220.65,120.77,10,1,7494,4.77,,,7日間のクリックまたは1日間のビュー
2026-08-13,2026-08-13,リターゲティング,カート放棄_7日,RT_クーポン訴求,2026-08-13,1,actions:offsite_conversion.fb_pixel_purchase,634,1.18,746,1670,1670.00,14,1.88,28,2238.61,119.29,11,1,8166,4.89,,,7日間のクリックまたは1日間のビュー
2026-08-14,2026-08-14,リターゲティング,カート放棄_7日,RT_クーポン訴求,2026-08-14,1,actions:offsite_conversion.fb_pixel_purchase,622,1.10,686,1627,1627.00,12,1.75,23,2371.72,135.58,10,1,6445,3.96,,,7日間のクリックまたは1日間のビュー
2026-08-15,2026-08-15,リターゲティング,カート放棄_7日,RT_クーポン訴求,2026-08-15,1,actions:offsite_conversion.fb_pixel_purchase,723,1.07,771,1563,1563.00,14,1.82,27,2027.24,111.64,10,1,8638,5.53,,,7日間のクリックまたは1日間のビュー
2026-08-16,2026-08-16,リターゲティング,カート放棄_7日,RT_クーポン訴求,2026-08-16,1,actions:offsite_conversion.fb_pixel_purchase,747,1.09,815,1846,1846.00,11,1.35,22,2265.03,167.82,9,1,7740,4.19,,,7日間のクリックまたは1日間のビュー
2026-08-17,2026-08-17,リターゲティング,カート放棄_7日,RT_クーポン訴求,2026-08-17,1,actions:offsite_conversion.fb_pixel_purchase,695,1.14,792,1762,1762.00,11,1.39,21,2224.75,160.18,9,1,7340,4.17,,,7日間のクリックまたは1日間のビュー
2026-08-18,2026-08-18,リターゲティング,カート放棄_7日,RT_クーポン訴求,2026-08-18,1,actions:offsite_conversion.fb_pixel_purchase,513,1.07,548,1352,1352.00,10,1.82,17,2467.15,135.20,9,1,7258,5.37,,,7日間のクリックまたは1日間のビュー
2026-08-19,2026-08-19,リターゲティング,カート放棄_7日,RT_クーポン訴求,2026-08-19,,actions:offsite_conversion.fb_pixel_purchase,535,1.25,667,1491,,9,1.35,16,2235.38,165.67,7,,,,,,7日間のクリックまたは1日間のビュー
2026-08-20,2026-08-20,リターゲティング,カート放棄_7日,RT_クーポン訴求,2026-08-20,1,actions:offsite_conversion.fb_pixel_purchase,635,1.14,727,1659,1659.00,10,1.38,19,2281.98,165.90,7,1,8031,4.84,,,7日間のクリックまたは1日間のビュー
2026-08-21,2026-08-21,リターゲティング,カート放棄_7日,RT_クーポン訴求,2026-08-21,1,actions:offsite_conversion.fb_pixel_purchase,699,1.16,813,1713,1713.00,14,1.72,24,2107.01,122.36,10,1,6518,3.81,,,7日間のクリックまたは1日間のビュー
2026-08-22,2026-08-22,リターゲティング,カート放棄_7日,RT_クーポン訴求,2026-08-22,1,actions:offsite_conversion.fb_pixel_purchase,638,1.09,698,1726,1726.00,12,1.72,22,2472.78,143.83,9,1,8754,5.07,,,7日間のクリックまたは1日間のビュー
2026-08-23,2026-08-23,リターゲティング,カート放棄_7日,RT_クーポン訴求,2026-08-23,1,actions:offsite_conversion.fb_pixel_purchase,641,1.10,707,1602,1602.00,13,1.84,21,2265.91,123.23,10,1,6317,3.94,,,7日間のクリックまたは1日間のビュー
2026-08-24,2026-08-24,リターゲティング,カート放棄_7日,RT_クーポン訴求,2026-08-24,1,actions:offsite_conversion.fb_pixel_purchase,584,1.19,694,1635,1635.00,10,1.44,19,2355.91,163.50,8,1,6673,4.08,,,7日間のクリックまたは1日間のビュー
2026-08-25,2026-08-25,リターゲティング,カート放棄_7日,RT_クーポン訴求,2026-08-25,1,actions:offsite_conversion.fb_pixel_purchase,468,1.23,574,1274,1274.00,8,1.39,16,2219.51,159.25,7,1,8320,6.53,,,7日間のクリックまたは1日間のビュー
2026-08-26,2026-08-26,リターゲティング,カート放棄_7日,RT_クーポン訴求,2026-08-26,1,actions:offsite_conversion.fb_pixel_purchase,501,1.24,622,1411,1411.00,8,1.29,14,2268.49,176.38,6,1,7395,5.24,,,7日間のクリックまたは1日間のビュー
2026-08-27,2026-08-27,リターゲティング,カート放棄_7日,RT_クーポン訴求,2026-08-27,1,actions:offsite_conversion.fb_pixel_purchase,671,1.08,728,1739,1739.00,11,1.51,20,2388.74,158.09,9,1,6710,3.86,,,7日間のクリックまたは1日間のビュー
2026-08-28,2026-08-28,リターゲティング,カート放棄_7日,RT_クーポン訴求,2026-08-28,,actions:offsite_conversion.fb_pixel_purchase,690,1.17,809,1795,,14,1.73,26,2218.79,128.21,11,,,,,,7日間のクリックまたは1日間のビュー
2026-08-29,2026-08-29,リターゲティング,カート放棄_7日,RT_クーポン訴求,2026-08-29,1,actions:offsite_conversion.fb_pixel_purchase,644,1.23,790,1664,1664.00,13,1.65,25,2106.33,128.00,11,1,7669,4.61,,,7日間のクリックまたは1日間のビュー
2026-08-30,2026-08-30,リターゲティング,カート放棄_7日,RT_クーポン訴求,2026-08-30,2,actions:offsite_conversion.fb_pixel_purchase,674,1.08,726,1632,816.00,13,1.79,23,2247.93,125.54,10,2,12724,7.80,,,7日間のクリックまたは1日間のビュー
2026-08-31,2026-08-31,リターゲティング,カート放棄_7日,RT_クーポン訴求,2026-08-31,1,actions:offsite_conversion.fb_pixel_purchase,541,1.14,616,1501,1501.00,10,1.62,18,2436.69,150.10,8,1,7672,5.11,,,7日間のクリックまたは1日間のビュー
2026-08-01,2026-08-01,リターゲティング,カート放棄_7日,RT_動的_閲覧商品,2026-08-01,1,actions:offsite_conversion.fb_pixel_purchase,668,1.21,805,1689,1689.00,15,1.86,26,2098.14,112.60,13,1,6444,3.82,,,7日間のクリックまたは1日間のビュー
2026-08-02,2026-08-02,リターゲティング,カート放棄_7日,RT_動的_閲覧商品,2026-08-02,1,actions:offsite_conversion.fb_pixel_purchase,582,1.21,703,1586,1586.00,17,2.42,30,2256.05,93.29,13,1,8413,5.30,,,7日間のクリックまたは1日間のビュー
2026-08-03,2026-08-03,リターゲティング,カート放棄_7日,RT_動的_閲覧商品,2026-08-03,,actions:offsite_conversion.fb_pixel_purchase,500,1.13,563,1369,,13,2.31,24,2431.62,105.31,11,,,,,,7日間のクリックまたは1日間のビュー
2026-08-04,2026-08-04,リターゲティング,カート放棄_7日,RT_動的_閲覧商品,2026-08-04,1,actions:offsite_conversion.fb_pixel_purchase,649,1.10,716,1562,1562.00,13,1.82,25,2181.56,120.15,10,1,6304,4.04,,,7日間のクリックまたは1日間のビュー
2026-08-05,2026-08-05,リターゲティング,カート放棄_7日,RT_動的_閲覧商品,2026-08-05,,actions:offsite_conversion.fb_pixel_purchase,462,1.18,543,1298,,12,2.21,20,2390.42,108.17,10,,,,,,7日間のクリックまたは1日間のビュー
2026-08-06,2026-08-06,リターゲティング,カート放棄_7日,RT_動的_閲覧商品,2026-08-06,1,actions:offsite_conversion.fb_pixel_purchase,592,1.18,699,1691,1691.00,14,2.00,27,2419.17,120.79,10,1,6600,3.90,,,7日間のクリックまたは1日間のビュー
2026-08-07,2026-08-07,リターゲティング,カート放棄_7日,RT_動的_閲覧商品,2026-08-07,,actions:offsite_conversion.fb_pixel_purchase,605,1.06,643,1460,,12,1.87,23,2270.61,121.67,10,,,,,,7日間のクリックまたは1日間のビュー
2026-08-08,2026-08-08,リターゲティング,カート放棄_7日,RT_動的_閲覧商品,2026-08-08,2,actions:offsite_conversion.fb_pixel_purchase,697,1.15,802,1835,917.50,20,2.49,33,2288.03,91.75,15,2,15005,8.18,,,7日間のクリックまたは1日間のビュー
2026-08-09,2026-08-09,リターゲティング,カート放棄_7日,RT_動的_閲覧商品,2026-08-09,1,actions:offsite_conversion.fb_pixel_purchase,811,1.07,865,1885,1885.00,18,2.08,34,2179.19,104.72,15,1,6424,3.41,,,7日間のクリックまたは1日間のビュー
2026-08-10,2026-08-10,リターゲティング,カート放棄_7日,RT_動的_閲覧商品,2026-08-10,,actions:offsite_conversion.fb_pixel_purchase,469,1.19,559,1326,,10,1.79,17,2372.09,132.60,9,,,,,,7日間のクリックまたは1日間のビュー
2026-08-11,2026-08-11,リターゲティング,カート放棄_7日,RT_動的_閲覧商品,2026-08-11,,actions:offsite_conversion.fb_pixel_purchase,609,1.11,677,1559,,13,1.92,24,2302.81,119.92,11,,,,,,7日間のクリックまたは1日間のビュー
2026-08-12,2026-08-12,リターゲティング,カート放棄_7日,RT_動的_閲覧商品,2026-08-12,1,actions:offsite_conversion.fb_pixel_purchase,473,1.24,586,1438,1438.00,11,1.88,21,2453.92,130.73,9,1,7565,5.26,,,7日間のクリックまたは1日間のビュー
2026-08-13,2026-08-13,リターゲティング,カート放棄_7日,RT_動的_閲覧商品,2026-08-13,,actions:offsite_conversion.fb_pixel_purchase,635,1.09,689,1407,,13,1.89,23,2042.09,108.23,10,,,,,,7日間のクリックまたは1日間のビュー
2026-08-14,2026-08-14,リターゲティング,カート放棄_7日,RT_動的_閲覧商品,2026-08-14,1,actions:offsite_conversion.fb_pixel_purchase,492,1.17,578,1345,1345.00,13,2.25,24,2326.99,103.46,11,1,7403,5.50,,,7日間のクリックまたは1日間のビュー
2026-08-15,2026-08-15,リターゲティング,カート放棄_7日,RT_動的_閲覧商品,2026-08-15,1,actions:offsite_conversion.fb_pixel_purchase,773,1.10,847,1965,1965.00,18,2.13,36,2319.95,109.17,13,1,7263,3.70,,,7日間のクリックまたは1日間のビュー
2026-08-16,2026-08-16,リターゲティング,カート放棄_7日,RT_動的_閲覧商品,2026-08-16,1,actions:offsite_conversion.fb_pixel_purchase,578,1.22,708,1572,1572.00,14,1.98,26,2220.34,112.29,11,1,7235,4.60,,,7日間のクリックまたは1日間のビュー
2026-08-17,2026-08-17,リターゲティング,カート放棄_7日,RT_動的_閲覧商品,2026-08-17,2,actions:offsite_conversion.fb_pixel_purchase,660,1.16,765,1581,790.50,15,1.96,27,2066.67,105.40,12,2,14910,9.43,,,7日間のクリックまたは1日間のビュー
2026-08-18,2026-08-18,リターゲティング,カート放棄_7日,RT_動的_閲覧商品,2026-08-18,1,actions:offsite_conversion.fb_pixel_purchase,488,1.14,556,1283,1283.00,12,2.16,23,2307.55,106.92,9,1,6704,5.23,,,7日間のクリックまたは1日間のビュー
2026-08-19,2026-08-19,リターゲティング,カート放棄_7日,RT_動的_閲覧商品,2026-08-19,1,actions:offsite_conversion.fb_pixel_purchase,605,1.11,674,1613,1613.00,16,2.37,27,2393.18,100.81,12,1,7936,4.92,,,7日間のクリックまたは1日間のビュー
2026-08-20,2026-08-20,リターゲティング,カート放棄_7日,RT_動的_閲覧商品,2026-08-20,1,actions:offsite_conversion.fb_pixel_purchase,651,1.13,735,1661,1661.00,15,2.04,24,2259.86,110.73,11,1,6409,3.86,,,7日間のクリックまたは1日間のビュー
2026-08-21,2026-08-21,リターゲティング,カート放棄_7日,RT_動的_閲覧商品,2026-08-21,,actions:offsite_conversion.fb_pixel_purchase,622,1.24,769,1652,,19,2.47,33,2148.24,86.95,15,,,,,,7日間のクリックまたは1日間のビュー
2026-08-22,2026-08-22,リターゲティング,カート放棄_7日,RT_動的_閲覧商品,2026-08-22,1,actions:offsite_conversion.fb_pixel_purchase,637,1.18,750,1756,1756.00,13,1.73,25,2341.33,135.08,11,1,7832,4.46,,,7日間のクリックまたは1日間のビュー
2026-08-23,2026-08-23,リターゲティング,カート放棄_7日,RT_動的_閲覧商品,2026-08-23,2,actions:offsite_conversion.fb_pixel_purchase,762,1.22,930,2032,1016.00,17,1.83,28,2184.95,119.53,13,2,17693,8.71,,,7日間のクリックまたは1日間のビュー
2026-08-24,2026-08-24,リターゲティング,カート放棄_7日,RT_動的_閲覧商品,2026-08-24,1,actions:offsite_conversion.fb_pixel_purchase,544,1.08,590,1275,1275.00,14,2.37,24,2161.02,91.07,11,1,6997,5.49,,,7日間のクリックまたは1日間のビュー
2026-08-25,2026-08-25,リターゲティング,カート放棄_7日,RT_動的_閲覧商品,2026-08-25,,actions:offsite_conversion.fb_pixel_purchase,555,1.19,661,1544,,13,1.97,25,2335.85,118.77,10,,,,,,7日間のクリックまたは1日間のビュー
2026-08-26,2026-08-26,リターゲティング,カート放棄_7日,RT_動的_閲覧商品,2026-08-26,1,actions:offsite_conversion.fb_pixel_purchase,597,1.21,721,1662,1662.00,15,2.08,26,2305.13,110.80,12,1,8011,4.82,,,7日間のクリックまたは1日間のビュー
2026-08-27,2026-08-27,リターゲティング,カート放棄_7日,RT_動的_閲覧商品,2026-08-27,1,actions:offsite_conversion.fb_pixel_purchase,776,1.05,818,1745,1745.00,15,1.83,26,2133.25,116.33,13,1,8273,4.74,,,7日間のクリックまたは1日間のビュー
2026-08-28,2026-08-28,リターゲティング,カート放棄_7日,RT_動的_閲覧商品,2026-08-28,,actions:offsite_conversion.fb_pixel_purchase,765,1.14,871,1836,,16,1.84,30,2107.92,114.75,12,,,,,,7日間のクリックまたは1日間のビュー
2026-08-29,2026-08-29,リターゲティング,カート放棄_7日,RT_動的_閲覧商品,2026-08-29,1,actions:offsite_conversion.fb_pixel_purchase,513,1.25,641,1534,1534.00,11,1.72,20,2393.14,139.45,9,1,7663,5.00,,,7日間のクリックまたは1日間のビュー
2026-08-30,2026-08-30,リターゲティング,カート放棄_7日,RT_動的_閲覧商品,2026-08-30,1,actions:offsite_conversion.fb_pixel_purchase,731,1.05,770,1668,1668.00,14,1.82,23,2166.23,119.14,11,1,8866,5.32,,,7日間のクリックまたは1日間のビュー
2026-08-31,2026-08-31,リターゲティング,カート放棄_7日,RT_動的_閲覧商品,2026-08-31,1,actions:offsite_conversion.fb_pixel_purchase,479,1.19,569,1405,1405.00,10,1.76,17,2469.24,140.50,8,1,7063,5.03,,,7日間のクリックまたは1日間のビュー
2026-08-01,2026-08-01,リターゲティング,カート放棄_7日,RT_レビュー動画,2026-08-01,1,actions:offsite_conversion.fb_pixel_purchase,876,1.08,944,2085,2085.00,15,1.59,26,2208.69,139.00,13,1,8133,3.90,227,60,7日間のクリックまたは1日間のビュー
2026-08-02,2026-08-02,リターゲティング,カート放棄_7日,RT_レビュー動画,2026-08-02,,actions:offsite_conversion.fb_pixel_purchase,707,1.25,881,1823,,10,1.14,18,2069.24,182.30,8,,,,196,88,7日間のクリックまたは1日間のビュー
2026-08-03,2026-08-03,リターゲティング,カート放棄_7日,RT_レビュー動画,2026-08-03,1,actions:offsite_conversion.fb_pixel_purchase,518,1.12,580,1407,1407.00,8,1.38,15,2425.86,175.88,6,1,7446,5.29,127,50,7日間のクリックまたは1日間のビュー
2026-08-04,2026-08-04,リターゲティング,カート放棄_7日,RT_レビュー動画,2026-08-04,1,actions:offsite_conversion.fb_pixel_purchase,633,1.19,756,1591,1591.00,11,1.46,18,2104.50,144.64,9,1,8063,5.07,212,55,7日間のクリックまたは1日間のビュー
2026-08-05,2026-08-05,リターゲティング,カート放棄_7日,RT_レビュー動画,2026-08-05,,actions:offsite_conversion.fb_pixel_purchase,652,1.08,706,1433,,8,1.13,14,2029.75,179.12,6,,,,185,63,7日間のクリックまたは1日間のビュー
2026-08-06,2026-08-06,リターゲティング,カート放棄_7日,RT_レビュー動画,2026-08-06,1,actions:offsite_conversion.fb_pixel_purchase,577,1.12,649,1593,1593.00,8,1.23,13,2454.55,199.12,7,1,8536,5.36,135,48,7日間のクリックまたは1日間のビュー
2026-08-07,2026-08-07,リターゲティング,カート放棄_7日,RT_レビュー動画,2026-08-07,1,actions:offsite_conversion.fb_pixel_purchase,713,1.18,840,1901,1901.00,9,1.07,15,2263.10,211.22,8,1,6714,3.53,181,80,7日間のクリックまたは1日間のビュー
2026-08-08,2026-08-08,リターゲティング,カート放棄_7日,RT_レビュー動画,2026-08-08,1,actions:offsite_conversion.fb_pixel_purchase,625,1.19,741,1657,1657.00,10,1.35,19,2236.17,165.70,9,1,8403,5.07,216,61,7日間のクリックまたは1日間のビュー
2026-08-09,2026-08-09,リターゲティング,カート放棄_7日,RT_レビュー動画,2026-08-09,,actions:offsite_conversion.fb_pixel_purchase,871,1.08,939,1910,,12,1.28,24,2034.08,159.17,9,,,,224,69,7日間のクリックまたは1日間のビュー
2026-08-10,2026-08-10,リターゲティング,カート放棄_7日,RT_レビュー動画,2026-08-10,,actions:offsite_conversion.fb_pixel_purchase,567,1.24,702,1535,,7,1.00,11,2186.61,219.29,5,,,,166,57,7日間のクリックまたは1日間のビュー
2026-08-11,2026-08-11,リターゲティング,カート放棄_7日,RT_レビュー動画,2026-08-11,,actions:offsite_conversion.fb_pixel_purchase,684,1.12,768,1573,,8,1.04,15,2048.18,196.62,7,,,,192,64,7日間のクリックまたは1日間のビュー
